"tick","Total","Ave TSM"
876.1,18,0.466505
877.1,18,0.466338
878.1,18,0.466172
879.1,17,0.466006
880.1,17,0.46584
881.1,17,0.465674
882.1,17,0.465508
883.1,17,0.465343
884.1,17,0.465177
885.1,17,0.465012
886.1,17,0.464847
887.1,17,0.464682
888.1,17,0.464518
889.1,17,0.464353
890.1,17,0.464189
891.1,17,0.464025
892.1,18,0.463861
893.1,18,0.463697
894.1,18,0.463533
895.1,18,0.46337
896.1,18,0.463206
897.1,18,0.463043
898.1,18,0.46288
899.1,18,0.462717
900.1,18,0.462554
901.1,18,0.462392
902.1,18,0.462229
903.1,18,0.462067
904.1,18,0.461905
905.1,18,0.461743
906.1,18,0.461581
907.1,18,0.46142
908.1,18,0.461258
909.1,18,0.461097
910.1,18,0.460936
911.1,18,0.460775
912.1,18,0.460614
913.1,18,0.460454
914.1,18,0.460293
915.1,18,0.460133
916.1,18,0.459973
917.1,18,0.459813
918.1,18,0.459653
919.1,18,0.459493
920.1,18,0.459334
921.1,18,0.459175
922.1,18,0.459015
923.1,18,0.458856
924.1,18,0.458698
925.1,18,0.458539
926.1,18,0.45838
927.1,18,0.458222
928.1,18,0.458064
929.1,18,0.457906
930.1,18,0.457748
931.1,17,0.45759
932.1,17,0.457432
933.1,17,0.457275
934.1,17,0.457118
935.1,17,0.456961
936.1,17,0.456804
937.1,17,0.456647
938.1,17,0.45649
939.1,17,0.456334
940.1,17,0.456177
941.1,17,0.456021
942.1,17,0.455865
943.1,17,0.455709
944.1,18,0.455554
945.1,18,0.455398
946.1,18,0.455243
947.1,18,0.455087
948.1,18,0.454932
949.1,18,0.454777
950.1,18,0.454623
951.1,18,0.454468
952.1,18,0.454314
953.1,18,0.454159
954.1,18,0.454005
955.1,18,0.453851
956.1,18,0.453697
957.1,18,0.453544
958.1,18,0.45339
959.1,18,0.453237
960.1,18,0.453083
961.1,18,0.45293
962.1,18,0.452777
963.1,18,0.452625
964.1,18,0.452472
965.1,18,0.452319
966.1,18,0.452167
967.1,18,0.452015
968.1,18,0.451863
969.1,18,0.451711
970.1,18,0.451559
971.1,18,0.451408
972.1,18,0.451256
973.1,18,0.451105
974.1,18,0.450954
975.1,18,0.450803
976.1,18,0.450652
977.1,18,0.450502
978.1,18,0.450351
979.1,18,0.450201
980.1,18,0.450051
981.1,18,0.449901
982.1,18,0.449751
983.1,17,0.449601
984.1,17,0.449451
985.1,17,0.449302
986.1,17,0.449153
987.1,17,0.449003
988.1,17,0.448854
989.1,17,0.448705
990.1,17,0.448557
991.1,17,0.448408
992.1,17,0.44826
993.1,17,0.448112
994.1,17,0.447963
995.1,17,0.447815
996.1,18,0.447668
997.1,18,0.44752
998.1,18,0.447372
999.1,18,0.447225
1000.1,18,0.447078
1001.1,18,0.446931
1002.1,18,0.446784
1003.1,18,0.446637
1004.1,18,0.44649
1005.1,18,0.446344
1006.1,18,0.446198
1007.1,18,0.446051
1008.1,18,0.445905
1009.1,18,0.445759
1010.1,18,0.445614
1011.1,18,0.445468
1012.1,18,0.445323
1013.1,18,0.445177
1014.1,18,0.445032
1015.1,18,0.444887
1016.1,18,0.444742
1017.1,18,0.444597
1018.1,18,0.444453
1019.1,18,0.444308
1020.1,18,0.444164
1021.1,18,0.44402
1022.1,18,0.443876
1023.1,18,0.443732
1024.1,18,0.443588
1025.1,18,0.443445
1026.1,18,0.443301
1027.1,18,0.443158
1028.1,18,0.443015
1029.1,18,0.442872
1030.1,18,0.442729
1031.1,18,0.442586
1032.1,18,0.442444
1033.1,18,0.442301
1034.1,18,0.442159
1035.1,17,0.442017
1036.1,17,0.441875
1037.1,17,0.441733
1038.1,17,0.441591
1039.1,17,0.441449
1040.1,17,0.441308
1041.1,17,0.441167
1042.1,17,0.441026
1043.1,17,0.440885
1044.1,17,0.440744
1045.1,17,0.440603
1046.1,17,0.440462
1047.1,17,0.440322
1048.1,18,0.440181
1049.1,18,0.440041
1050.1,18,0.439901
1051.1,18,0.439761
1052.1,18,0.439622
1053.1,18,0.439482
1054.1,18,0.439342
1055.1,18,0.439203
1056.1,18,0.439064
1057.1,18,0.438925
1058.1,18,0.438786
1059.1,18,0.438647
1060.1,18,0.438509
1061.1,18,0.43837
1062.1,18,0.438232
1063.1,18,0.438093
1064.1,18,0.437955
1065.1,18,0.437817
1066.1,18,0.43768
1067.1,18,0.437542
1068.1,18,0.437404
1069.1,18,0.437267
1070.1,18,0.43713
1071.1,18,0.436992
1072.1,18,0.436855
1073.1,18,0.436719
1074.1,18,0.436582
1075.1,18,0.436445
1076.1,18,0.436309
1077.1,18,0.436173
1078.1,18,0.436036
1079.1,18,0.4359
1080.1,18,0.435764
1081.1,18,0.435629
1082.1,18,0.435493
1083.1,18,0.435358
1084.1,18,0.435222
1085.1,18,0.435087
1086.1,18,0.434952
1087.1,17,0.434817
1088.1,17,0.434682
1089.1,17,0.434547
1090.1,17,0.434413
1091.1,17,0.434279
1092.1,17,0.434144
1093.1,17,0.43401
1094.1,17,0.433876
1095.1,17,0.433742
1096.1,17,0.433608
1097.1,17,0.433475
1098.1,17,0.433341
1099.1,17,0.433208
1100.1,18,0.433075
1101.1,18,0.432942
1102.1,18,0.432809
1103.1,18,0.432676
1104.1,18,0.432543
1105.1,18,0.432411
1106.1,18,0.432278
1107.1,18,0.432146
1108.1,18,0.432014
1109.1,18,0.431882
1110.1,18,0.43175
1111.1,18,0.431618
1112.1,18,0.431487
1113.1,18,0.431355
1114.1,18,0.431224
1115.1,18,0.431093
1116.1,18,0.430961
1117.1,18,0.430831
1118.1,18,0.4307
1119.1,18,0.430569
1120.1,18,0.430438
1121.1,18,0.430308
1122.1,18,0.430178
1123.1,18,0.430048
1124.1,18,0.429917
1125.1,18,0.429788
1126.1,18,0.429658
1127.1,18,0.429528
1128.1,18,0.429399
1129.1,18,0.429269
1130.1,18,0.42914
1131.1,18,0.429011
1132.1,18,0.428882
1133.1,18,0.428753
1134.1,18,0.428624
1135.1,18,0.428495
1136.1,18,0.428367
1137.1,18,0.428239
1138.1,18,0.42811
1139.1,17,0.427982
1140.1,17,0.427854
1141.1,17,0.427726
1142.1,17,0.427599
1143.1,17,0.427471
1144.1,17,0.427344
1145.1,17,0.427216
1146.1,17,0.427089
1147.1,17,0.426962
1148.1,17,0.426835
1149.1,17,0.426708
1150.1,17,0.426581
1151.1,17,0.426455
1152.1,18,0.426328
1153.1,18,0.426202
1154.1,18,0.426076
1155.1,18,0.42595
1156.1,18,0.425824
1157.1,18,0.425698
1158.1,18,0.425572
1159.1,18,0.425447
1160.1,18,0.425321
1161.1,18,0.425196
1162.1,18,0.425071
1163.1,18,0.424946
1164.1,18,0.424821
1165.1,18,0.424696
1166.1,18,0.424571
1167.1,18,0.424447
1168.1,18,0.424322
1169.1,18,0.424198
1170.1,18,0.424074
1171.1,18,0.42395
1172.1,18,0.423826
1173.1,18,0.423702
1174.1,18,0.423578
1175.1,18,0.423455
1176.1,18,0.423331
